country,unit,year,montly_earnings
Honduras,Currency: U.S. dollars,2015,303.5
Honduras,Currency: 2017 PPP $,2016,661.1
Honduras,Currency: U.S. dollars,2016,307.62
Honduras,Currency: 2017 PPP $,2017,634.37
Honduras,Currency: U.S. dollars,2017,292.75
Honduras,Currency: 2017 PPP $,2018,602.35
Honduras,Currency: U.S. dollars,2018,278.22
Honduras,Currency: U.S. dollars,2019,299.43
Croatia,Currency: 2017 PPP $,2010,1735.9
Croatia,Currency: U.S. dollars,2010,1396.32
Croatia,Currency: 2017 PPP $,2011,1800.14
Croatia,Currency: U.S. dollars,2011,1454.38
Haiti,Currency: 2017 PPP $,2012,242.9
Haiti,Currency: U.S. dollars,2012,121.2
Hungary,Currency: 2017 PPP $,2010,1567.89
Hungary,Currency: U.S. dollars,2010,1078.85
Hungary,Currency: 2017 PPP $,2011,1657.32
Hungary,Currency: U.S. dollars,2011,1150.49
Hungary,Currency: 2017 PPP $,2012,1657.42
Hungary,Currency: U.S. dollars,2012,1056.17
Hungary,Currency: 2017 PPP $,2013,1731.54
Hungary,Currency: U.S. dollars,2013,1093.21
Hungary,Currency: 2017 PPP $,2015,1757.71
Hungary,Currency: U.S. dollars,2015,931.57
Hungary,Currency: 2017 PPP $,2016,1895.24
Hungary,Currency: U.S. dollars,2016,985.86
Hungary,Currency: 2017 PPP $,2017,2177.5
Hungary,Currency: U.S. dollars,2017,1186.42
Indonesia,Currency: 2017 PPP $,2010,360.91
Indonesia,Currency: U.S. dollars,2010,151.3
Indonesia,Currency: 2017 PPP $,2011,342.45
Indonesia,Currency: U.S. dollars,2011,151.97
Indonesia,Currency: 2017 PPP $,2012,370.13
Indonesia,Currency: U.S. dollars,2012,151.12
Indonesia,Currency: 2017 PPP $,2013,378.75
Indonesia,Currency: U.S. dollars,2013,150.72
Indonesia,Currency: 2017 PPP $,2014,386.2
Indonesia,Currency: U.S. dollars,2014,143.63
Indonesia,Currency: 2017 PPP $,2015,385.1
Indonesia,Currency: U.S. dollars,2015,135.78
Indonesia,Currency: 2017 PPP $,2016,435.96
Indonesia,Currency: U.S. dollars,2016,159.78
Indonesia,Currency: 2017 PPP $,2017,478.16
Indonesia,Currency: U.S. dollars,2017,181.88
Indonesia,Currency: 2017 PPP $,2018,481.91
Indonesia,Currency: U.S. dollars,2018,173.55
Indonesia,Currency: U.S. dollars,2019,183.47
Isle of Man,Currency: U.S. dollars,2014,4764.12
Isle of Man,Currency: U.S. dollars,2016,4005.3
Ireland,Currency: 2017 PPP $,2010,3157.07
Ireland,Currency: U.S. dollars,2010,4044.11
Ireland,Currency: 2017 PPP $,2011,3143.13
Ireland,Currency: U.S. dollars,2011,4197.58
Ireland,Currency: 2017 PPP $,2012,3151.58
Ireland,Currency: U.S. dollars,2012,3908.57
Ireland,Currency: 2017 PPP $,2013,3140.54
Ireland,Currency: U.S. dollars,2013,4030.45
Ireland,Currency: 2017 PPP $,2014,3075.64
Ireland,Currency: U.S. dollars,2014,4043.13
Ireland,Currency: 2017 PPP $,2015,3086.29
Ireland,Currency: U.S. dollars,2015,3420.97
Ireland,Currency: 2017 PPP $,2016,3206.95
Ireland,Currency: U.S. dollars,2016,3459.78
Ireland,Currency: 2017 PPP $,2017,3263.38
Ireland,Currency: U.S. dollars,2017,3600.59
Ireland,Currency: 2017 PPP $,2018,3350.57
Ireland,Currency: U.S. dollars,2018,3887.48
Ireland,Currency: U.S. dollars,2019,3818.72
Iceland,Currency: 2017 PPP $,2010,3069.31
Iceland,Currency: U.S. dollars,2010,3550.34
Iceland,Currency: 2017 PPP $,2011,3275.07
Iceland,Currency: U.S. dollars,2011,3992.96
Iceland,Currency: 2017 PPP $,2012,3382.62
Iceland,Currency: U.S. dollars,2012,3925.4
Iceland,Currency: 2017 PPP $,2013,3583.78
Iceland,Currency: U.S. dollars,2013,4346.08
Iceland,Currency: 2017 PPP $,2014,3797.5
Iceland,Currency: U.S. dollars,2014,4881.5
Iceland,Currency: 2017 PPP $,2015,3993.64
Iceland,Currency: U.S. dollars,2015,4692.28
Iceland,Currency: 2017 PPP $,2016,4184.77
Iceland,Currency: U.S. dollars,2016,5537.55
Iceland,Currency: 2017 PPP $,2017,4566.02
Iceland,Currency: U.S. dollars,2017,6664.2
Iceland,Currency: 2017 PPP $,2018,4716.4
Iceland,Currency: U.S. dollars,2018,6694.36
Israel,Currency: 2017 PPP $,2010,1860.73
Israel,Currency: U.S. dollars,2010,2166.37
Israel,Currency: 2017 PPP $,2011,1949.54
Israel,Currency: U.S. dollars,2011,2326.63
Israel,Currency: 2017 PPP $,2012,2135.64
Israel,Currency: U.S. dollars,2012,2372.71
Israel,Currency: 2017 PPP $,2013,2039.78
Israel,Currency: U.S. dollars,2013,2500.86
Israel,Currency: 2017 PPP $,2014,2036.23
Israel,Currency: U.S. dollars,2014,2604.02
Israel,Currency: 2017 PPP $,2015,2086.99
Israel,Currency: U.S. dollars,2015,2444.92
Israel,Currency: 2017 PPP $,2016,2265.02
Israel,Currency: U.S. dollars,2016,2531.92
Israel,Currency: 2017 PPP $,2018,2525.6
Israel,Currency: U.S. dollars,2018,2947.73
Italy,Currency: 2017 PPP $,2015,2562.32
Italy,Currency: U.S. dollars,2015,2355.57
Italy,Currency: 2017 PPP $,2016,2717.53
Italy,Currency: U.S. dollars,2016,2365.2
Italy,Currency: 2017 PPP $,2017,2769.97
Italy,Currency: U.S. dollars,2017,2418.65
Italy,Currency: 2017 PPP $,2018,2852.91
Italy,Currency: U.S. dollars,2018,2581.57
Italy,Currency: U.S. dollars,2019,2453.89
Jamaica,Currency: 2017 PPP $,2010,1162.98
Jamaica,Currency: U.S. dollars,2010,804.51
Jamaica,Currency: 2017 PPP $,2013,1319.97
Jamaica,Currency: U.S. dollars,2013,865.89
Jordan,Currency: 2017 PPP $,2017,1102.39
Jordan,Currency: U.S. dollars,2017,511.09
Jordan,Currency: 2017 PPP $,2018,1002.5
Jordan,Currency: U.S. dollars,2018,473.94
Jordan,Currency: U.S. dollars,2019,454.49
Jordan,Currency: 2017 PPP $,2016,1364.72
Jordan,Currency: U.S. dollars,2016,694.37
Japan,Currency: 2017 PPP $,2010,2447.32
Japan,Currency: U.S. dollars,2010,3374.35
Japan,Currency: 2017 PPP $,2011,2556.35
Japan,Currency: U.S. dollars,2011,3718.97
Japan,Currency: 2017 PPP $,2012,2642.36
Japan,Currency: U.S. dollars,2012,3731.02
Japan,Currency: 2017 PPP $,2013,2774.17
Japan,Currency: U.S. dollars,2013,3029.85
Japan,Currency: 2017 PPP $,2014,2744.05
Japan,Currency: U.S. dollars,2014,2827.89
Japan,Currency: 2017 PPP $,2015,2789.94
Japan,Currency: U.S. dollars,2015,2511.48
Japan,Currency: 2017 PPP $,2016,2646.01
Japan,Currency: U.S. dollars,2016,2794.3
Japan,Currency: 2017 PPP $,2017,2663.03
Japan,Currency: U.S. dollars,2017,2712.94
Japan,Currency: 2017 PPP $,2018,2686.06
Japan,Currency: U.S. dollars,2018,2772.97
Japan,Currency: U.S. dollars,2019,235.22
Kazakhstan,Currency: U.S. dollars,2010,526.69
Kazakhstan,Currency: 2017 PPP $,2011,1136.41
Kazakhstan,Currency: U.S. dollars,2011,614.02
Kazakhstan,Currency: 2017 PPP $,2012,1279.43
Kazakhstan,Currency: U.S. dollars,2012,679.1
Kazakhstan,Currency: 2017 PPP $,2013,1306.61
Kazakhstan,Currency: U.S. dollars,2013,717.42
Kazakhstan,Currency: 2017 PPP $,2014,1244.31
Kazakhstan,Currency: U.S. dollars,2014,675.37
Kazakhstan,Currency: 2017 PPP $,2015,1395.91
Kazakhstan,Currency: U.S. dollars,2015,568.36
Kazakhstan,Currency: 2017 PPP $,2016,1473.97
Kazakhstan,Currency: U.S. dollars,2016,417.64
Kazakhstan,Currency: 2017 PPP $,2017,1204.08
Kazakhstan,Currency: U.S. dollars,2017,462.66
Kyrgyzstan,Currency: 2017 PPP $,2013,655.54
Kyrgyzstan,Currency: U.S. dollars,2013,218.86
Kyrgyzstan,Currency: 2017 PPP $,2014,592.49
Kyrgyzstan,Currency: U.S. dollars,2014,214.63
Kyrgyzstan,Currency: 2017 PPP $,2015,753.25
Kyrgyzstan,Currency: U.S. dollars,2015,197.26
Kyrgyzstan,Currency: 2017 PPP $,2016,830.77
Kyrgyzstan,Currency: U.S. dollars,2016,192.06
Kyrgyzstan,Currency: 2017 PPP $,2017,61.16
Kyrgyzstan,Currency: U.S. dollars,2017,17.2
Kyrgyzstan,Currency: 2017 PPP $,2018,64.05
Kyrgyzstan,Currency: U.S. dollars,2018,17.87
Cambodia,Currency: 2017 PPP $,2012,340.37
Cambodia,Currency: U.S. dollars,2012,120.52
Cambodia,Currency: 2017 PPP $,2010,258.23
Cambodia,Currency: U.S. dollars,2010,90.11
Cambodia,Currency: 2017 PPP $,2011,272.78
Cambodia,Currency: U.S. dollars,2011,100.37
Cambodia,Currency: 2017 PPP $,2013,341.22
Cambodia,Currency: U.S. dollars,2013,123.88
Cambodia,Currency: 2017 PPP $,2014,421.31
Cambodia,Currency: U.S. dollars,2014,154.88
Cambodia,Currency: 2017 PPP $,2015,453.42
Cambodia,Currency: U.S. dollars,2015,164.23
Cambodia,Currency: 2017 PPP $,2016,506.45
Cambodia,Currency: U.S. dollars,2016,183.56
"Korea, Republic of",Currency: 2017 PPP $,2010,3068.82
"Korea, Republic of",Currency: U.S. dollars,2010,2409.07
"Korea, Republic of",Currency: 2017 PPP $,2011,3196.99
"Korea, Republic of",Currency: U.S. dollars,2011,2630.82
"Korea, Republic of",Currency: 2017 PPP $,2012,3276.11
"Korea, Republic of",Currency: U.S. dollars,2012,2660.89
"Korea, Republic of",Currency: 2017 PPP $,2013,3191.95
"Korea, Republic of",Currency: U.S. dollars,2013,2846.41
"Korea, Republic of",Currency: 2017 PPP $,2014,3252.26
"Korea, Republic of",Currency: U.S. dollars,2014,3072.49
"Korea, Republic of",Currency: 2017 PPP $,2015,3406.34
"Korea, Republic of",Currency: U.S. dollars,2015,2889.96
"Korea, Republic of",Currency: 2017 PPP $,2016,3464.44
"Korea, Republic of",Currency: U.S. dollars,2016,2887.71
"Korea, Republic of",Currency: 2017 PPP $,2017,3486.07
"Korea, Republic of",Currency: U.S. dollars,2017,3048.41
"Korea, Republic of",Currency: 2017 PPP $,2018,3630.54
"Korea, Republic of",Currency: U.S. dollars,2018,3264.88
"Korea, Republic of",Currency: U.S. dollars,2019,3192.15
Kosovo,Currency: 2017 PPP $,2010,880.07
Kosovo,Currency: U.S. dollars,2010,410.97
Kosovo,Currency: 2017 PPP $,2012,959.3
Kosovo,Currency: U.S. dollars,2012,453.53
Kosovo,Currency: 2017 PPP $,2013,964.57
Kosovo,Currency: U.S. dollars,2013,472.81
Kosovo,Currency: 2017 PPP $,2014,1118.6
Kosovo,Currency: U.S. dollars,2014,542.03
Kosovo,Currency: 2017 PPP $,2015,1217.04
Kosovo,Currency: U.S. dollars,2015,489.3
Kosovo,Currency: 2017 PPP $,2016,1251.34
Kosovo,Currency: U.S. dollars,2016,497
Kosovo,Currency: 2017 PPP $,2017,1329.37
Kosovo,Currency: U.S. dollars,2017,535.47
Kuwait,Currency: 2017 PPP $,2015,1800.15
Kuwait,Currency: U.S. dollars,2015,1179.98
Kuwait,Currency: 2017 PPP $,2016,1834.42
Kuwait,Currency: U.S. dollars,2016,1168.34
Lao People's Democratic Republic,Currency: 2017 PPP $,2010,533.1
Lao People's Democratic Republic,Currency: U.S. dollars,2010,193.49
Lao People's Democratic Republic,Currency: 2017 PPP $,2017,751.28
Lao People's Democratic Republic,Currency: U.S. dollars,2017,285.56
Lebanon,Currency: U.S. dollars,2019,780.07
Liberia,Currency: 2017 PPP $,2010,584.83
Liberia,Currency: U.S. dollars,2010,4.66
Liberia,Currency: 2017 PPP $,2012,9800.72
Liberia,Currency: U.S. dollars,2012,75.81
Liberia,Currency: 2017 PPP $,2014,18058.17
Liberia,Currency: U.S. dollars,2014,112.46
Sri Lanka,Currency: 2017 PPP $,2010,330.89
Sri Lanka,Currency: U.S. dollars,2010,121.61
Sri Lanka,Currency: 2017 PPP $,2011,354.24
Sri Lanka,Currency: U.S. dollars,2011,137.73
Sri Lanka,Currency: 2017 PPP $,2014,429.08
Sri Lanka,Currency: U.S. dollars,2014,159.11
Sri Lanka,Currency: 2017 PPP $,2015,480.31
Sri Lanka,Currency: U.S. dollars,2015,177.68
Sri Lanka,Currency: 2017 PPP $,2016,523.23
Sri Lanka,Currency: U.S. dollars,2016,186.09
Sri Lanka,Currency: 2017 PPP $,2017,534.97
Sri Lanka,Currency: U.S. dollars,2017,194.77
Sri Lanka,Currency: 2017 PPP $,2018,570.24
Sri Lanka,Currency: U.S. dollars,2018,194.22
Lithuania,Currency: U.S. dollars,2019,1451.29
Lithuania,Currency: 2017 PPP $,2015,1430.5
Lithuania,Currency: U.S. dollars,2015,792.3
Lithuania,Currency: 2017 PPP $,2016,1577.5
Lithuania,Currency: U.S. dollars,2016,856.74
Lithuania,Currency: 2017 PPP $,2017,1700.63
Lithuania,Currency: U.S. dollars,2017,949.38
Lithuania,Currency: 2017 PPP $,2018,1836.74
Lithuania,Currency: U.S. dollars,2018,1091.32
Luxembourg,Currency: 2017 PPP $,2011,4426.42
Luxembourg,Currency: U.S. dollars,2011,5971.3
Luxembourg,Currency: 2017 PPP $,2012,4466.02
Luxembourg,Currency: U.S. dollars,2012,5591.76
Luxembourg,Currency: 2017 PPP $,2013,4638.33
Luxembourg,Currency: U.S. dollars,2013,5942.86
Luxembourg,Currency: 2017 PPP $,2015,4841.23
Luxembourg,Currency: U.S. dollars,2015,5247.95
Luxembourg,Currency: 2017 PPP $,2016,4958.66
Luxembourg,Currency: U.S. dollars,2016,5289.19
Luxembourg,Currency: 2017 PPP $,2017,5124.94
Luxembourg,Currency: U.S. dollars,2017,5560.61
Luxembourg,Currency: 2017 PPP $,2018,5264.94
Luxembourg,Currency: U.S. dollars,2018,5960.79
Latvia,Currency: U.S. dollars,2011,897.75
Latvia,Currency: U.S. dollars,2012,852.61
Latvia,Currency: U.S. dollars,2013,914.58
Latvia,Currency: 2017 PPP $,2017,1577.42
Latvia,Currency: U.S. dollars,2017,999.19
Latvia,Currency: 2017 PPP $,2018,1696.43
Latvia,Currency: U.S. dollars,2018,1134.9
Latvia,Currency: U.S. dollars,2019,1155.3
"Macau, China",Currency: 2017 PPP $,2010,1767.78
"Macau, China",Currency: U.S. dollars,2010,1112.19
"Macau, China",Currency: 2017 PPP $,2011,1936.56
"Macau, China",Currency: U.S. dollars,2011,1247.16
"Macau, China",Currency: 2017 PPP $,2012,2150.57
"Macau, China",Currency: U.S. dollars,2012,1376.74
"Macau, China",Currency: 2017 PPP $,2013,2223.76
"Macau, China",Currency: U.S. dollars,2013,1502.02
"Macau, China",Currency: 2017 PPP $,2014,2306
"Macau, China",Currency: U.S. dollars,2014,1627.62
"Macau, China",Currency: 2017 PPP $,2015,2574.98
"Macau, China",Currency: U.S. dollars,2015,1878.53
"Macau, China",Currency: 2017 PPP $,2016,2544.32
"Macau, China",Currency: U.S. dollars,2016,1876.16
"Macau, China",Currency: 2017 PPP $,2017,2525.13
"Macau, China",Currency: U.S. dollars,2017,1868.93
"Macau, China",Currency: 2017 PPP $,2018,2645.27
"Macau, China",Currency: U.S. dollars,2018,1957.26
"Moldova, Republic of",Currency: 2017 PPP $,2010,573.42
"Moldova, Republic of",Currency: U.S. dollars,2010,240.25
"Moldova, Republic of",Currency: 2017 PPP $,2011,562.29
"Moldova, Republic of",Currency: U.S. dollars,2011,259.14
"Moldova, Republic of",Currency: 2017 PPP $,2012,681.53
"Moldova, Republic of",Currency: U.S. dollars,2012,287.14
"Moldova, Republic of",Currency: 2017 PPP $,2013,725.86
"Moldova, Republic of",Currency: U.S. dollars,2013,291.91
"Moldova, Republic of",Currency: 2017 PPP $,2014,667.31
"Moldova, Republic of",Currency: U.S. dollars,2014,291.38
"Moldova, Republic of",Currency: 2017 PPP $,2015,874.8
"Moldova, Republic of",Currency: U.S. dollars,2015,241.17
"Moldova, Republic of",Currency: 2017 PPP $,2016,969.19
"Moldova, Republic of",Currency: U.S. dollars,2016,250.85
"Moldova, Republic of",Currency: 2017 PPP $,2017,72.95
"Moldova, Republic of",Currency: U.S. dollars,2017,25.17
"Moldova, Republic of",Currency: 2017 PPP $,2018,81.36
"Moldova, Republic of",Currency: U.S. dollars,2018,31.09
"Moldova, Republic of",Currency: U.S. dollars,2019,411.63
Madagascar,Currency: 2017 PPP $,2012,210.15
Madagascar,Currency: U.S. dollars,2012,67.64
Madagascar,Currency: 2017 PPP $,2015,245.61
Madagascar,Currency: U.S. dollars,2015,71.39
Maldives,Currency: 2017 PPP $,2016,1121.87
Maldives,Currency: U.S. dollars,2016,700.47
Mexico,Currency: 2017 PPP $,2010,565.12
Mexico,Currency: U.S. dollars,2010,390
Mexico,Currency: 2017 PPP $,2011,560.34
Mexico,Currency: U.S. dollars,2011,403.24
Mexico,Currency: 2017 PPP $,2012,559.91
Mexico,Currency: U.S. dollars,2012,392.14
Mexico,Currency: U.S. dollars,2019,343.32
North Macedonia,Currency: 2017 PPP $,2010,1272.84
North Macedonia,Currency: U.S. dollars,2010,650.2
Mali,Currency: 2017 PPP $,2013,354.82
Mali,Currency: U.S. dollars,2013,156.85
Mali,Currency: 2017 PPP $,2014,338.09
Mali,Currency: U.S. dollars,2014,147.45
Myanmar,Currency: 2017 PPP $,2015,363.4
Myanmar,Currency: U.S. dollars,2015,107.74
Montenegro,Currency: 2017 PPP $,2010,1546.84
Montenegro,Currency: U.S. dollars,2010,947.89
Montenegro,Currency: 2017 PPP $,2011,1607.23
Montenegro,Currency: U.S. dollars,2011,1004.99
Montenegro,Currency: 2017 PPP $,2012,1589.88
Montenegro,Currency: U.S. dollars,2012,934.04
Montenegro,Currency: 2017 PPP $,2015,1655.2
Montenegro,Currency: U.S. dollars,2015,804.4
Montenegro,Currency: 2017 PPP $,2017,1797.69
Montenegro,Currency: U.S. dollars,2017,864.21
Montenegro,Currency: 2017 PPP $,2018,1790.82
Montenegro,Currency: U.S. dollars,2018,904.61
Montenegro,Currency: U.S. dollars,2019,865.35
Mongolia,Currency: 2017 PPP $,2010,618.03
Mongolia,Currency: U.S. dollars,2010,251.62
Mongolia,Currency: 2017 PPP $,2011,730.58
Mongolia,Currency: U.S. dollars,2011,335.2
Mongolia,Currency: 2017 PPP $,2012,877.35
Mongolia,Currency: U.S. dollars,2012,410.69
Mongolia,Currency: 2017 PPP $,2014,996.75
Mongolia,Currency: U.S. dollars,2014,438.19
Mongolia,Currency: 2017 PPP $,2015,1000.68
Mongolia,Currency: U.S. dollars,2015,410.09
Mongolia,Currency: 2017 PPP $,2016,1055.48
Mongolia,Currency: U.S. dollars,2016,402.7
Mongolia,Currency: 2017 PPP $,2017,1081.27
Mongolia,Currency: U.S. dollars,2017,387.14
Mongolia,Currency: 2017 PPP $,2018,1101.09
Mongolia,Currency: U.S. dollars,2018,405.62
Mongolia,Currency: U.S. dollars,2019,422.11
Mauritius,Currency: 2017 PPP $,2010,790.79
Mauritius,Currency: U.S. dollars,2010,461.59
Mauritius,Currency: 2017 PPP $,2011,796.17
Mauritius,Currency: U.S. dollars,2011,514.64
Mauritius,Currency: 2017 PPP $,2012,864.76
Mauritius,Currency: U.S. dollars,2012,519.48
Mauritius,Currency: 2017 PPP $,2013,909.62
Mauritius,Currency: U.S. dollars,2013,545.47
Mauritius,Currency: 2017 PPP $,2014,1022.17
Mauritius,Currency: U.S. dollars,2014,618.3
Mauritius,Currency: 2017 PPP $,2015,1098.39
Mauritius,Currency: U.S. dollars,2015,574.82
Mauritius,Currency: 2017 PPP $,2016,1134.98
Mauritius,Currency: U.S. dollars,2016,568.75
Mauritius,Currency: 2017 PPP $,2017,1178.58
Mauritius,Currency: U.S. dollars,2017,615.56
Mauritius,Currency: 2017 PPP $,2018,1214.32
Mauritius,Currency: U.S. dollars,2018,649.32
Malaysia,Currency: 2017 PPP $,2011,1140.35
Malaysia,Currency: U.S. dollars,2011,591.18
Malaysia,Currency: 2017 PPP $,2012,1256.01
Malaysia,Currency: U.S. dollars,2012,617.07
Malaysia,Currency: 2017 PPP $,2014,1367.61
Malaysia,Currency: U.S. dollars,2014,670.06
Malaysia,Currency: 2017 PPP $,2015,1409.13
Malaysia,Currency: U.S. dollars,2015,591.99
Malaysia,Currency: 2017 PPP $,2016,1491.74
Malaysia,Currency: U.S. dollars,2016,593.74
Malaysia,Currency: 2017 PPP $,2017,1667.1
Malaysia,Currency: U.S. dollars,2017,669.47
Malaysia,Currency: 2017 PPP $,2018,1815.15
Malaysia,Currency: U.S. dollars,2018,765.03
Namibia,Currency: 2017 PPP $,2012,1045.49
Namibia,Currency: U.S. dollars,2012,686.42
Namibia,Currency: 2017 PPP $,2013,1201.31
Namibia,Currency: U.S. dollars,2013,701.89
Namibia,Currency: 2017 PPP $,2014,1111.74
Namibia,Currency: U.S. dollars,2014,612.2
Namibia,Currency: 2017 PPP $,2016,1064.51
Namibia,Currency: U.S. dollars,2016,470.96
Namibia,Currency: 2017 PPP $,2018,1030.01
Namibia,Currency: U.S. dollars,2018,546.57
Niger,Currency: 2017 PPP $,2012,341.51
Niger,Currency: U.S. dollars,2012,151.24
Niger,Currency: 2017 PPP $,2011,243.86
Niger,Currency: U.S. dollars,2011,119.23
Niger,Currency: 2017 PPP $,2010,109.6
Niger,Currency: U.S. dollars,2010,51.14
Nigeria,Currency: 2017 PPP $,2011,8391.63
Nigeria,Currency: U.S. dollars,2011,4558.62
Nigeria,Currency: 2017 PPP $,2013,4767.82
Nigeria,Currency: U.S. dollars,2013,2748.79
Nicaragua,Currency: 2017 PPP $,2012,478.22
Nicaragua,Currency: U.S. dollars,2012,189.22
Nicaragua,Currency: 2017 PPP $,2014,1137.7
Nicaragua,Currency: 2017 PPP $,2013,744.1
Nicaragua,Currency: U.S. dollars,2013,301.87
Norway,Currency: 2017 PPP $,2010,3900.64
Norway,Currency: U.S. dollars,2010,6303.6
Norway,Currency: 2017 PPP $,2011,4048.92
Norway,Currency: U.S. dollars,2011,7065.62
Norway,Currency: 2017 PPP $,2012,4183.72
Norway,Currency: U.S. dollars,2012,7047.7
Norway,Currency: 2017 PPP $,2013,4351.93
Norway,Currency: U.S. dollars,2013,7234.04
Norway,Currency: 2017 PPP $,2014,4446.32
Norway,Currency: U.S. dollars,2014,6950.54
Norway,Currency: 2017 PPP $,2015,4245.68
Norway,Currency: U.S. dollars,2015,5580.24
Norway,Currency: 2017 PPP $,2017,4130.55
Norway,Currency: U.S. dollars,2017,5356.84
Norway,Currency: 2017 PPP $,2018,4249.93
Norway,Currency: U.S. dollars,2018,5608.36
Nepal,Currency: 2017 PPP $,2017,583.62
Nepal,Currency: U.S. dollars,2017,170.39
New Zealand,Currency: 2017 PPP $,2010,2471.18
New Zealand,Currency: U.S. dollars,2010,2838.96
New Zealand,Currency: 2017 PPP $,2014,2761.07
New Zealand,Currency: U.S. dollars,2014,3666.73
New Zealand,Currency: 2017 PPP $,2015,2772.42
New Zealand,Currency: U.S. dollars,2015,3153.47
New Zealand,Currency: 2017 PPP $,2016,2927.18
New Zealand,Currency: U.S. dollars,2016,3230.02
New Zealand,Currency: 2017 PPP $,2017,2985.57
New Zealand,Currency: U.S. dollars,2017,3382.1
Pakistan,Currency: 2017 PPP $,2010,380.41
Pakistan,Currency: U.S. dollars,2010,104.93
Pakistan,Currency: 2017 PPP $,2011,395.87
Pakistan,Currency: U.S. dollars,2011,116.89
Pakistan,Currency: 2017 PPP $,2013,435.24
Pakistan,Currency: U.S. dollars,2013,123.67
Pakistan,Currency: 2017 PPP $,2014,446.06
Pakistan,Currency: U.S. dollars,2014,135.52
Pakistan,Currency: 2017 PPP $,2015,496.01
Pakistan,Currency: U.S. dollars,2015,151.4
Pakistan,Currency: 2017 PPP $,2017,566.21
Pakistan,Currency: U.S. dollars,2017,178.53
Pakistan,Currency: 2017 PPP $,2018,565
Pakistan,Currency: U.S. dollars,2018,158.18
Panama,Currency: 2017 PPP $,2010,1082.6
Panama,Currency: U.S. dollars,2010,583.56
Panama,Currency: 2017 PPP $,2011,1063.22
Panama,Currency: U.S. dollars,2011,588.21
Panama,Currency: 2017 PPP $,2012,1190.42
Panama,Currency: U.S. dollars,2012,645.01
Panama,Currency: 2017 PPP $,2013,1247.09
Panama,Currency: U.S. dollars,2013,692.87
Panama,Currency: 2017 PPP $,2014,1276.5
Panama,Currency: U.S. dollars,2014,704.03
Panama,Currency: 2017 PPP $,2015,1414.52
Panama,Currency: U.S. dollars,2015,753.69
Panama,Currency: 2017 PPP $,2016,1557.02
Panama,Currency: U.S. dollars,2016,803.12
Panama,Currency: 2017 PPP $,2017,1682.64
Panama,Currency: U.S. dollars,2017,854.87
Panama,Currency: 2017 PPP $,2018,1741.92
Panama,Currency: U.S. dollars,2018,870.47
Panama,Currency: U.S. dollars,2019,895.41
Peru,Currency: 2017 PPP $,2010,659.41
Peru,Currency: U.S. dollars,2010,367.84
Peru,Currency: 2017 PPP $,2011,700.1
Peru,Currency: U.S. dollars,2011,401.43
Peru,Currency: 2017 PPP $,2012,757.55
Peru,Currency: U.S. dollars,2012,451.51
Peru,Currency: U.S. dollars,2019,474.96
Peru,Currency: 2017 PPP $,2013,1213.71
Peru,Currency: U.S. dollars,2013,738.05
Peru,Currency: 2017 PPP $,2014,1222.19
Peru,Currency: U.S. dollars,2014,731.23
Peru,Currency: 2017 PPP $,2015,1212.95
Peru,Currency: U.S. dollars,2015,674.22
Peru,Currency: 2017 PPP $,2016,1209.12
Peru,Currency: U.S. dollars,2016,655.56
Peru,Currency: 2017 PPP $,2017,1204.59
Peru,Currency: U.S. dollars,2017,699.59
Peru,Currency: 2017 PPP $,2018,1257.35
Peru,Currency: U.S. dollars,2018,716.47
Philippines,Currency: 2017 PPP $,2010,504.92
Philippines,Currency: U.S. dollars,2010,206.99
Philippines,Currency: 2017 PPP $,2011,514.94
Philippines,Currency: U.S. dollars,2011,223.18
Philippines,Currency: 2017 PPP $,2012,560.95
Philippines,Currency: U.S. dollars,2012,240.75
Philippines,Currency: 2017 PPP $,2013,569.56
Philippines,Currency: U.S. dollars,2013,250.69
Philippines,Currency: 2017 PPP $,2014,585.47
Philippines,Currency: U.S. dollars,2014,251.46
Philippines,Currency: 2017 PPP $,2015,604.15
Philippines,Currency: U.S. dollars,2015,252.78
Philippines,Currency: 2017 PPP $,2016,645.5
Philippines,Currency: U.S. dollars,2016,257.23
Philippines,Currency: 2017 PPP $,2017,652.11
Philippines,Currency: U.S. dollars,2017,250.89
Philippines,Currency: 2017 PPP $,2018,677.18
Philippines,Currency: U.S. dollars,2018,256.11
Philippines,Currency: U.S. dollars,2019,283.67
Poland,Currency: 2017 PPP $,2010,1652.97
Poland,Currency: U.S. dollars,2010,1069.26
Poland,Currency: 2017 PPP $,2011,1772.47
Poland,Currency: U.S. dollars,2011,1148.73
Poland,Currency: 2017 PPP $,2012,1850.4
Poland,Currency: U.S. dollars,2012,1084.12
Poland,Currency: 2017 PPP $,2013,1954.15
Poland,Currency: U.S. dollars,2013,1157.81
Poland,Currency: 2017 PPP $,2014,2009.82
Poland,Currency: U.S. dollars,2014,1197.35
Poland,Currency: 2017 PPP $,2015,2082.79
Poland,Currency: U.S. dollars,2015,1036.7
Poland,Currency: 2017 PPP $,2016,2201.09
Poland,Currency: U.S. dollars,2016,1026.49
Poland,Currency: 2017 PPP $,2017,2297.71
Poland,Currency: U.S. dollars,2017,1133.46
Poland,Currency: 2017 PPP $,2018,203.61
Poland,Currency: U.S. dollars,2018,105.9
Poland,Currency: U.S. dollars,2019,106.75
Portugal,Currency: 2017 PPP $,2011,1168.72
